,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
5567,5568,15787222,CH'IN,676,Germany,Male,28,1,69459.05,2,1,1,128461.29,0,0,4,DIAMOND,917
5568,5569,15594270,BIRYUKOV,693,France,Male,38,7,198338.77,2,1,1,14278.18,0,0,5,DIAMOND,991
5572,5573,15613140,MELLOR,565,France,Male,34,6,0,1,1,1,63173.64,0,0,5,GOLD,244
5574,5575,15764073,ARCURI,503,Spain,Female,36,9,0,2,1,1,16274.67,0,0,5,SILVER,916
5575,5576,15782879,LANG,656,France,Male,40,2,0,2,1,1,180553.48,0,0,1,SILVER,409
5577,5578,15726087,CH'IN,592,France,Female,62,5,0,1,1,1,100941.57,0,0,1,PLATINUM,938
5581,5582,15812850,STRADFORD,494,Spain,Male,67,5,0,2,1,1,85890.16,0,0,2,GOLD,408
5583,5584,15620579,DUNN,695,Spain,Female,31,8,0,2,0,1,131644.41,0,0,5,DIAMOND,941
5585,5586,15656597,WANG,432,Germany,Male,38,2,135559.8,2,1,1,71856.3,0,0,3,PLATINUM,622
5586,5587,15699446,HOBBS,816,Germany,Female,25,2,150355.35,2,1,1,35770.84,0,0,5,GOLD,402
5587,5588,15615004,ANDERSON,730,France,Female,37,1,0,2,1,1,124364.63,0,0,2,SILVER,427
5588,5589,15704771,UGOCHUKWU,593,France,Female,35,6,133489.12,2,1,1,78101.29,0,0,4,DIAMOND,864
5594,5595,15658432,FREEMAN,688,France,Male,40,6,0,1,1,1,47886.44,0,0,1,GOLD,618
5595,5596,15616431,CHIU,608,France,Male,33,4,0,1,0,1,130474.03,0,0,1,PLATINUM,381
5596,5597,15796957,IADANZA,597,Spain,Male,35,9,0,3,0,1,73181.39,1,1,3,DIAMOND,601
5597,5598,15815552,FERGUSON,670,France,Female,42,6,112333.63,1,1,1,65706.86,0,0,4,PLATINUM,569
5598,5599,15631871,KELLY,616,Germany,Female,57,7,116936.81,1,1,1,104379.36,0,0,2,PLATINUM,336
5599,5600,15635870,SHE,579,Germany,Female,50,5,117721.02,1,0,1,192146.63,1,1,1,SILVER,546
5600,5601,15596713,CHRISTIE,786,France,Male,37,7,165896.22,2,1,1,66977.68,0,0,1,GOLD,568
5602,5603,15760521,THOMPSON,796,France,Female,50,1,94164,1,1,1,189414.74,0,0,2,DIAMOND,971
5605,5606,15730272,EVSEEV,619,France,Male,58,5,152199.33,1,1,1,86022.09,0,0,3,SILVER,520
5608,5609,15605113,SUTHERLAND,518,France,Female,27,1,133801.49,1,1,1,143315.57,0,0,1,DIAMOND,938
5612,5613,15764072,SOMERVILLE,759,France,Female,31,1,109848.6,1,1,1,42012.55,0,0,5,SILVER,299
5614,5615,15798385,GRAVE,512,Spain,Female,46,3,0,2,1,1,56408.14,0,0,4,PLATINUM,669
5616,5617,15585256,ILOERIKA,805,Spain,Male,26,2,0,2,1,1,25042.1,0,0,1,SILVER,387
5618,5619,15780220,PAULEY,656,France,Male,38,10,0,1,1,1,136521.82,0,0,1,SILVER,894
5619,5620,15648951,KAO,785,Spain,Male,41,7,0,2,1,1,199108.88,0,0,5,SILVER,681
5623,5624,15696812,LAZAREVA,586,Spain,Male,42,6,0,2,1,1,123410.23,0,0,4,DIAMOND,378
5625,5626,15663234,BISHOP,508,France,Female,60,7,143262.04,1,1,1,129562.74,0,0,3,GOLD,727
5626,5627,15741417,CHIBUZO,624,Spain,Female,35,7,119656.45,2,1,1,4595.05,0,0,1,DIAMOND,839
5627,5628,15695174,CHANG,654,France,Male,29,4,132954.64,1,1,1,146715.07,0,0,3,SILVER,810
5628,5629,15665168,CALABRESE,681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0,0,2,GOLD,923
5631,5632,15782758,OZEROVA,632,France,Male,40,5,147650.68,1,1,1,199674.83,0,0,1,SILVER,651
5635,5636,15746662,MADUABUCHIM,568,Spain,Female,27,1,116320.68,1,0,1,45563.94,0,0,4,DIAMOND,376
5636,5637,15626679,LINGER,584,France,Male,33,3,0,2,0,1,59103.13,0,0,3,SILVER,812
5637,5638,15793343,YEH,549,France,Female,29,8,0,2,1,1,189558.44,0,0,4,GOLD,278
5639,5640,15801316,IFEATU,523,France,Male,61,8,66250.71,1,1,1,21859.06,0,0,4,SILVER,380
5643,5644,15782096,VOLKOVA,616,Spain,Female,36,6,0,1,1,1,12916.32,1,1,1,DIAMOND,906
5644,5645,15783522,MITCHELL,738,Spain,Female,37,8,100565.94,1,1,1,128799.86,0,0,3,DIAMOND,503
5647,5648,15615245,SHAO,660,France,Male,19,5,127649.64,1,1,1,40368.65,0,0,1,GOLD,863
5648,5649,15600174,WALTON,525,France,Male,35,7,165358.77,1,0,1,94738.54,0,0,2,DIAMOND,694
5649,5650,15752956,STANLEY,629,Spain,Male,29,6,0,2,1,1,88842.8,0,0,4,PLATINUM,274
5651,5652,15766272,FOLLIERO,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0,0,4,GOLD,312
5654,5655,15747458,FOLLIERO,677,Spain,Female,43,3,133214.88,2,1,1,95936.84,0,0,5,DIAMOND,865
5655,5656,15573171,LIAO,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1,1,3,DIAMOND,703
5657,5658,15763381,CHAN,496,France,Male,30,0,90963.49,1,0,1,27802,0,0,3,DIAMOND,333
5660,5661,15737133,P'ENG,706,Spain,Male,68,4,114386.85,1,1,1,28601.68,0,0,5,DIAMOND,269
5662,5663,15659937,OTUTODILINNA,703,France,Female,40,7,0,2,0,1,122518.5,0,0,4,GOLD,566
5664,5665,15661723,ABRAMOVICH,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1,1,2,DIAMOND,915
5666,5667,15649616,OTUTODILICHUKWU,636,Spain,Male,60,7,124447.73,1,1,1,141364.62,1,1,2,DIAMOND,359
5667,5668,15719017,DONALDSON,672,France,Female,34,8,0,2,1,1,16245.25,0,0,5,SILVER,923
5668,5669,15720919,DUGGAN,667,France,Male,42,7,0,1,0,1,108348.94,1,1,3,DIAMOND,967
5669,5670,15706706,CHINWENDU,648,Germany,Male,33,7,135310.41,2,0,1,171668.2,0,0,3,DIAMOND,231
5671,5672,15805104,SMITH,743,France,Female,73,6,0,2,0,1,107867.38,0,0,4,GOLD,538
5675,5676,15757897,BINDER,766,France,Female,26,3,104258.8,1,1,1,428.23,0,0,5,SILVER,392
5676,5677,15568104,ZUBAREV,749,France,Female,26,6,0,2,0,1,34948.77,0,0,4,GOLD,240
5681,5682,15720706,HSING,529,Spain,Female,39,2,82766.43,1,1,1,122925.44,0,0,3,GOLD,574
5685,5686,15811565,COCCI,705,Spain,Female,47,3,63488.7,1,0,1,28640.92,1,1,4,DIAMOND,555
5687,5688,15691840,FRASER,505,Germany,Female,37,6,159863.9,2,0,1,125307.87,0,0,1,GOLD,421
5689,5690,15612931,KOROVIN,722,Spain,Female,50,4,132088.59,1,1,1,128262.14,0,0,5,DIAMOND,761
5693,5694,15752694,TAYLOR,653,France,Female,32,4,83772.95,1,0,1,23920.65,0,0,2,SILVER,567
5694,5695,15590683,DONALDSON,660,France,Female,31,6,172325.67,1,0,1,45438.38,0,0,4,PLATINUM,223
5695,5696,15773591,JOBSON,787,France,Male,46,7,117685.31,2,1,1,93360.35,0,0,4,SILVER,890
5696,5697,15723620,LU,617,France,Male,41,7,0,2,0,1,14496.67,0,0,1,PLATINUM,321
5698,5699,15672966,CROSS,682,Spain,Female,64,9,0,2,1,1,103318.44,0,0,2,SILVER,614
5699,5700,15624667,WALLACE,684,France,Male,35,6,135871.5,1,1,1,87219.41,0,0,5,DIAMOND,353
5700,5701,15812888,PERREAULT,447,France,Male,41,3,0,4,1,1,197490.39,1,1,2,SILVER,408
5705,5706,15698703,DOHERTY,628,Germany,Male,40,5,181768.32,2,1,1,129107.97,0,0,2,SILVER,307
5706,5707,15801431,ROWE,682,Spain,Female,48,9,101198.01,1,1,1,49732.9,0,0,4,GOLD,672
5707,5708,15649451,YATES,746,France,Male,25,9,0,2,0,1,88728.47,0,0,3,SILVER,746
5708,5709,15626156,GALLOWAY,655,France,Female,60,3,0,2,1,1,86981.45,0,0,1,PLATINUM,947
5711,5712,15730345,MIAH,617,France,Female,35,2,104508.1,1,1,1,147636.46,0,0,5,PLATINUM,757
5713,5714,15643439,FERGUSON,537,France,Male,47,10,0,2,0,1,25482.62,0,0,1,PLATINUM,677
5714,5715,15604158,SMITH,554,France,Female,39,10,0,2,1,1,18391.93,0,0,2,DIAMOND,565
5715,5716,15657396,MARSHALL,806,France,Male,31,9,0,2,0,1,140168.36,0,0,4,SILVER,315
5716,5717,15709478,P'AN,611,Germany,Male,37,1,117524.72,2,0,1,161064.29,0,0,5,DIAMOND,299
5717,5718,15628824,BURTON,665,France,Female,37,5,160389.82,1,0,1,183542.08,0,0,2,GOLD,661
5720,5721,15794414,FORBES,507,Spain,Male,46,6,92783.68,1,1,1,51424.29,0,0,2,DIAMOND,322
5723,5724,15680224,ROSS,687,France,Female,26,6,0,2,1,1,32909.13,0,0,2,SILVER,257
5724,5725,15784286,WOOD,641,Spain,Male,40,5,102145.13,1,1,1,100637.07,0,0,1,DIAMOND,310
5728,5729,15680197,THYNNE,701,France,Male,41,10,0,2,1,1,146257.77,0,0,4,PLATINUM,629
5729,5730,15633729,WANG,488,France,Male,43,10,112751.13,1,1,1,28332,0,0,2,PLATINUM,488
5730,5731,15577683,MACLEAN,539,France,Female,29,4,0,2,1,1,100919.19,0,0,5,SILVER,281
5731,5732,15800746,WATSON,674,France,Male,45,7,144889.18,1,1,1,102591.9,1,1,2,SILVER,624
5732,5733,15788686,GIBSON,538,Spain,Male,40,8,0,2,1,1,25554.4,0,0,1,DIAMOND,879
5734,5735,15596647,HENDERSON,768,France,Male,54,8,69712.74,1,1,1,69381.05,0,0,3,SILVER,569
5735,5736,15756070,GREENWOOD,585,Spain,Female,44,4,0,2,0,1,101728.46,0,0,4,DIAMOND,762
5737,5738,15575428,MISTRY,682,Germany,Female,35,2,117438.92,2,1,1,16910.98,0,0,5,PLATINUM,348
5739,5740,15695872,FIORENTINI,712,France,Female,30,1,89571.59,1,1,1,177613.19,0,0,3,PLATINUM,567
5741,5742,15725036,JIDEOFOR,709,France,Male,42,9,118546.71,1,0,1,77142.85,0,0,5,GOLD,503
5742,5743,15632665,YEVSEYEV,832,France,Male,61,2,0,1,0,1,127804.66,1,1,2,DIAMOND,748
5744,5745,15776850,SMITH,749,Spain,Female,43,1,124209.02,1,1,1,167179.48,0,0,4,PLATINUM,608
5745,5746,15623649,OGLE,629,Spain,Male,32,3,0,2,1,1,15404.64,0,0,1,SILVER,601
5746,5747,15751131,MOSS,836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0,0,2,DIAMOND,648
5747,5748,15688128,LOGGIA,542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0,0,1,SILVER,522
5751,5752,15690731,WOLFE,645,France,Male,40,6,131411.24,1,1,1,194656.11,0,0,4,SILVER,323
5752,5753,15697948,HENDERSON,752,Spain,Female,36,3,0,2,1,1,48505.1,0,0,5,GOLD,784
5754,5755,15766378,MARSDEN,714,Germany,Female,45,9,106431.97,2,1,1,164117.69,0,0,5,DIAMOND,696
5755,5756,15600813,HYDE,717,France,Male,50,9,90305.76,1,1,1,124626.57,0,0,3,GOLD,404
5756,5757,15706217,KAO,645,Germany,Male,28,7,117466.03,2,1,1,34490.06,0,0,4,DIAMOND,554
5757,5758,15601417,T'ANG,681,France,Male,32,3,148884.47,2,1,1,90967.37,0,0,5,DIAMOND,300
5759,5760,15674620,DILIBE,679,Germany,Female,37,8,77373.87,2,0,1,174873.09,0,0,2,GOLD,720
5761,5762,15749119,SANTIAGO,710,France,Female,31,3,0,2,1,1,112289.06,0,0,2,SILVER,681
5762,5763,15756535,CHIBUGO,733,Germany,Male,39,5,91538.51,1,1,1,93783,0,0,3,PLATINUM,336
5763,5764,15700965,TOSCANO,724,France,Female,32,6,0,2,1,1,150026.79,0,0,4,PLATINUM,480
5764,5765,15791851,AFANASYEVA,726,France,Female,34,0,185734.75,1,1,1,102036.82,0,0,1,SILVER,691
5765,5766,15717156,SOKOLOV,520,France,Male,30,3,143396.54,2,1,1,898.51,0,0,1,DIAMOND,605
5766,5767,15740846,WEI,556,France,Male,40,5,125909.85,1,1,1,95124.4,0,0,4,SILVER,280
5768,5769,15729083,GORMAN,674,France,Male,36,2,154525.7,1,0,1,27468.72,0,0,4,PLATINUM,945
5771,5772,15651737,SALMOND,623,Spain,Male,44,1,83325.77,1,0,1,80828.78,0,0,1,DIAMOND,525
5777,5778,15642248,KO,608,Spain,Male,66,8,123935.35,1,1,1,65758.19,0,0,5,PLATINUM,923
5779,5780,15723950,KRUGLOV,684,Spain,Male,40,2,70291.02,1,1,1,115468.84,1,1,5,DIAMOND,455
5782,5783,15671514,SINCLAIR,669,Spain,Female,33,8,0,2,0,1,128538.05,0,0,1,PLATINUM,565
5783,5784,15727041,FIORENTINI,624,France,Male,71,7,0,2,1,1,108841.83,0,0,3,GOLD,666
5784,5785,15738063,SHEN,631,France,Male,29,2,0,2,1,1,18581.84,0,0,1,PLATINUM,821
5785,5786,15711733,RAPUOKWU,753,France,Male,48,4,0,2,0,1,146821.42,0,0,2,DIAMOND,933
5791,5792,15730044,GRECO,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1,1,5,PLATINUM,883
5794,5795,15694125,MCELHONE,669,France,Male,57,5,0,2,1,1,56875.76,0,0,1,GOLD,860
5796,5797,15674254,KERR,554,Spain,Female,45,4,0,2,1,1,193412.05,0,0,2,PLATINUM,957
5798,5799,15797627,NIEHAUS,732,Spain,Male,54,0,134249.7,1,0,1,13404.4,0,0,4,PLATINUM,304
5799,5800,15649853,CRAIG,625,France,Female,45,3,0,1,1,1,184474.15,1,1,5,GOLD,375
5800,5801,15610379,BARCLAY-HARVEY,599,France,Male,30,9,105443.68,1,1,1,121124.53,0,0,3,DIAMOND,259
5801,5802,15659800,TENG,584,Spain,Female,50,1,0,1,0,1,152567.75,1,1,2,SILVER,290
5805,5806,15814236,KAY,537,Spain,Female,38,1,96939.06,1,1,1,102606.92,0,0,3,PLATINUM,942
5806,5807,15583597,IKEDINACHUKWU,696,Spain,Male,47,1,106758.6,1,1,1,80591.18,0,0,1,SILVER,962
5809,5810,15744109,HARTUNG,850,France,Male,32,4,0,1,1,1,180622.02,0,0,2,GOLD,818
5811,5812,15810878,BAKER,537,Spain,Female,38,6,141786.78,1,0,1,147797.54,0,0,2,GOLD,524
5812,5813,15587835,OSINACHI,850,France,Male,41,3,136416.82,1,0,1,57844.26,0,0,2,GOLD,264
5814,5815,15725882,FENG,618,Germany,Female,40,1,133245.52,2,1,1,54495.82,0,0,1,SILVER,299
5815,5816,15788022,STERNBERG,802,Germany,Female,41,4,90757.64,2,0,1,169183.66,0,0,5,PLATINUM,458
5816,5817,15663917,ADAMS,547,France,Male,43,1,92350.36,1,0,1,80262.91,0,0,1,DIAMOND,682
5817,5818,15656865,GRAY,613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0,0,2,GOLD,680
5818,5819,15667971,SHEPHERD,592,Germany,Female,34,6,102143.93,2,1,1,102628.98,0,0,2,GOLD,962
5819,5820,15800366,WALTON,546,France,Male,29,5,0,1,1,1,94823.95,0,0,4,GOLD,986
5824,5825,15698953,HART,636,Spain,Male,36,1,0,3,1,1,74048.1,1,1,5,DIAMOND,244
5825,5826,15753888,JOHNSTON,607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1,1,5,GOLD,271
5826,5827,15737961,MILLER,509,Germany,Female,29,0,107712.57,2,1,1,92898.17,0,0,2,SILVER,831
5827,5828,15801701,ROBSON,653,Spain,Male,35,9,0,2,1,1,45956.05,0,0,4,GOLD,441
5830,5831,15810711,MARCUM,684,Germany,Male,37,4,138476.41,2,1,1,52367.29,0,0,3,SILVER,369
5831,5832,15771270,NORTH,635,France,Female,27,8,127471.56,1,1,1,152916.05,1,1,5,DIAMOND,476
5832,5833,15607786,MAO,709,France,Male,26,6,156551.63,1,0,1,4410.77,0,0,1,DIAMOND,772
5835,5836,15602479,FLEMING,609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0,0,3,PLATINUM,922
5836,5837,15617419,ROBERTS,618,Germany,Female,29,10,100315.1,2,1,1,32526.64,0,0,1,SILVER,812
5839,5840,15772996,ROOKE,594,Germany,Male,40,0,152092.44,2,1,1,83508.93,0,0,5,DIAMOND,373
5840,5841,15729574,LU,616,Spain,Male,71,4,0,2,1,1,173599.38,0,0,5,GOLD,954
5842,5843,15799128,MATTHEWS,608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0,0,3,SILVER,516
5843,5844,15813327,ROMANI,710,France,Male,21,4,109130.96,2,1,1,56191.99,0,0,5,SILVER,627
5844,5845,15711921,SCOTT,695,France,Male,29,5,0,2,1,1,6770.44,0,0,3,GOLD,748
5845,5846,15654300,MAO,530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0,0,4,SILVER,273
5848,5849,15681887,ESKRIDGE,758,Germany,Male,33,0,129142.54,2,1,1,26606.28,0,0,5,DIAMOND,464
5850,5851,15762091,SIMPSON,631,Germany,Female,22,6,139129.92,1,1,1,63747.51,0,0,1,GOLD,357
5851,5852,15722053,OGUEJIOFOR,576,Spain,Male,33,3,0,2,0,1,190112.05,0,0,5,PLATINUM,334
5852,5853,15782100,HOLLOWAY,544,Spain,Male,22,3,66483.32,1,0,1,110317.39,0,0,2,SILVER,370
5854,5855,15743570,FENG,481,France,Female,34,5,0,2,1,1,125253.46,0,0,4,PLATINUM,848
5859,5860,15652914,IBRAHIMOV,721,Spain,Male,38,7,0,1,0,1,53534.8,0,0,3,GOLD,932
5861,5862,15713819,WALSH,562,France,Male,48,3,92347.96,1,1,1,163116.75,0,0,1,DIAMOND,876
5862,5863,15656484,WOODS,682,France,Male,40,4,0,2,1,1,140745.91,0,0,5,SILVER,819
5866,5867,15600392,AMAECHI,735,France,Female,53,8,123845.36,2,0,1,170454.93,1,1,5,DIAMOND,415
5867,5868,15625740,ENRIQUEZ,627,Germany,Male,62,3,143426.34,2,1,1,143104.3,0,0,4,DIAMOND,875
5868,5869,15663817,Y?AN,713,France,Male,46,5,0,1,1,1,55701.62,0,0,5,GOLD,961
5869,5870,15734461,BROOKS,562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0,0,5,SILVER,249
5872,5873,15684248,MENG,658,Spain,Male,21,7,0,2,0,1,154279.87,0,0,4,SILVER,653
5874,5875,15693902,HUNT,597,France,Male,19,2,0,2,1,1,91036.74,0,0,3,GOLD,270
5875,5876,15578307,LUCCHESE,512,France,Female,33,6,121685.31,2,1,1,83681.97,0,0,4,GOLD,973
5878,5879,15692918,HSING,604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0,0,1,DIAMOND,582
5879,5880,15705301,PARKES,683,France,Male,41,6,95696.52,2,1,1,184366.14,0,0,5,GOLD,459
5880,5881,15718231,GREGORY,537,France,Male,28,0,88963.31,2,1,1,189839.93,0,0,5,SILVER,561
5881,5882,15567991,OBIUTO,794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0,0,3,PLATINUM,542
5882,5883,15772650,LONGO,732,France,Male,55,9,136576.02,1,0,1,3268.17,1,1,2,PLATINUM,443
5883,5884,15574795,LOMBARDO,495,France,Female,38,2,63093.01,1,1,1,47089.72,0,0,3,PLATINUM,850
5884,5885,15706036,LOMBARDO,552,Germany,Male,38,10,132271.12,2,1,1,46562.02,0,0,1,PLATINUM,925
5885,5886,15723856,GONZALEZ,602,France,Female,29,3,88814.4,2,1,1,62487.97,0,0,3,SILVER,241
5886,5887,15812920,NWABUGWU,607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0,0,4,DIAMOND,762
5888,5889,15804797,GILLELAND,443,France,Female,54,3,138547.97,1,1,1,70196.23,1,1,1,DIAMOND,493
5889,5890,15708650,FULLWOOD,727,France,Female,31,2,52192.08,2,0,1,160383.47,0,0,2,DIAMOND,759
5893,5894,15641004,DOYNE,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0,0,4,GOLD,653
5903,5904,15677317,ANKUDINOVA,570,France,Female,29,4,153040.03,1,1,1,131363.57,1,1,3,SILVER,762
5907,5908,15813862,YEVSEYEV,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0,0,4,PLATINUM,789
5909,5910,15713043,SICILIANI,691,France,Female,33,6,0,2,1,1,100408.31,0,0,2,DIAMOND,467
5910,5911,15700749,POWELL,481,France,Female,39,6,0,1,1,1,24677.54,0,0,3,GOLD,953
5911,5912,15697567,BAZAROVA,752,France,Male,33,4,0,2,1,1,39570.78,0,0,2,SILVER,409
5913,5914,15639530,BUDA,679,Spain,Male,42,2,0,1,1,1,168294.27,0,0,2,GOLD,501
5914,5915,15726058,CATTANEO,754,Germany,Male,27,7,117578.35,2,0,1,87908.01,0,0,2,DIAMOND,662
5918,5919,15742609,LOMBARDO,600,Germany,Male,28,2,116623.31,1,0,1,59905.29,0,0,1,DIAMOND,589
5920,5921,15640648,HOWE,698,France,Male,36,6,0,2,0,1,19231.98,0,0,5,PLATINUM,698
5921,5922,15627203,HSU,508,Spain,Male,54,10,0,1,1,1,175749.36,0,0,3,GOLD,661
5924,5925,15674368,RILEY,738,France,Female,39,1,94435.45,2,0,1,189430.86,0,0,5,SILVER,474
5925,5926,15783477,BIRYUKOV,706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0,0,5,DIAMOND,727
5928,5929,15761241,HSIEH,578,Germany,Female,36,8,129745.1,1,1,1,143683.75,0,0,2,DIAMOND,594
5929,5930,15695078,KEMP,699,France,Male,32,3,0,2,1,1,170770.44,0,0,1,GOLD,221
5930,5931,15645744,CHUKWUDI,826,France,Female,30,5,0,2,0,1,157397.57,0,0,1,SILVER,342
5932,5933,15749300,TENG,556,France,Female,47,2,139914.27,1,1,1,50390.98,0,0,1,SILVER,522
5936,5937,15773723,DUNCAN,588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1,1,2,SILVER,728
5938,5939,15679668,YAO,850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0,0,3,DIAMOND,348
5939,5940,15709861,HE,766,Germany,Male,30,4,127786.28,2,1,1,28879.3,0,0,1,SILVER,491
5940,5941,15791958,MAZZI,849,France,Female,41,6,0,2,1,1,169203.51,1,1,1,DIAMOND,618
5943,5944,15658813,SICILIANI,645,France,Female,55,7,0,2,1,1,18369.33,0,0,2,GOLD,971
5944,5945,15715709,SHIH,696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0,0,3,DIAMOND,492
5945,5946,15722533,LOGUE,716,France,Female,40,3,0,2,0,1,167636.15,0,0,2,DIAMOND,910
5947,5948,15672798,O'BRIEN,656,France,Female,45,7,145933.27,1,1,1,199392.14,0,0,1,PLATINUM,409
5949,5950,15714575,BATT,742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1,1,1,DIAMOND,696
5951,5952,15590637,AHMED,721,France,Male,41,7,0,2,0,1,61018.85,0,0,1,SILVER,453
5952,5953,15657535,PEARSON,590,Spain,Male,29,10,0,1,1,1,51907.72,1,1,1,GOLD,523
5954,5955,15811947,GORDON,850,France,Male,33,0,124781.67,1,0,1,33700.52,0,0,3,DIAMOND,357
5955,5956,15649024,TRUJILLO,748,France,Female,39,9,132865.56,1,1,1,59636.43,1,1,2,DIAMOND,756
5957,5958,15765532,HORTON,612,Germany,Male,76,6,96166.88,1,1,1,191393.26,0,0,5,DIAMOND,693
5958,5959,15741719,DEROSE,540,France,Female,40,3,165298.12,1,0,1,199862.75,0,0,4,GOLD,656
5961,5962,15762993,TREVISANO,796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0,0,2,GOLD,630
5962,5963,15571193,MORRISON,579,Germany,Male,42,0,144386.32,1,1,1,22497.1,1,1,2,SILVER,799
5963,5964,15653521,ONUORA,850,Germany,Female,40,7,104449.8,1,1,1,747.88,0,0,4,PLATINUM,931
5965,5966,15644132,MANCINI,724,France,Female,30,9,142475.87,1,1,1,107848.24,0,0,3,SILVER,399
5968,5969,15603743,TAI,526,France,Male,28,1,112070.44,1,0,1,126281.83,0,0,4,DIAMOND,486
5969,5970,15579714,PAN,542,France,Female,29,7,0,2,0,1,196651.72,0,0,3,DIAMOND,761
5973,5974,15691823,OBIDIMKPA,672,France,Male,37,5,153195.59,1,1,1,162763.01,0,0,2,PLATINUM,391
5974,5975,15809279,WALLACE,773,France,Male,45,8,96877.21,1,1,1,113950.51,0,0,4,SILVER,744
5975,5976,15758039,ASH,614,France,Male,44,6,0,2,0,1,104930.46,0,0,3,GOLD,371
5977,5978,15631639,USPENSKY,704,France,Female,40,6,95452.89,1,0,1,179964.55,0,0,1,PLATINUM,701
5982,5983,15704378,CALABRESE,655,Germany,Male,37,9,121342.24,1,1,1,180241.44,0,0,1,SILVER,299
5985,5986,15702145,EDMENTS,705,Spain,Male,33,7,68423.89,1,1,1,64872.55,0,0,1,DIAMOND,660
5988,5989,15809227,CHUKWUDI,850,France,Male,35,2,0,2,1,1,56991.66,0,0,5,DIAMOND,288
5990,5991,15625494,LI FONTI,573,France,Female,32,9,125321.84,2,1,1,130234.63,0,0,3,PLATINUM,428
5992,5993,15682955,CAPON,758,France,Female,32,2,84378.9,1,1,1,75396.43,0,0,3,PLATINUM,867
5994,5995,15746065,LO DUCA,580,Germany,Male,35,10,136281.41,2,1,1,24799.47,0,0,3,GOLD,722
5995,5996,15783865,KULIKOVA,622,France,Male,59,5,119380.37,1,1,1,60429.43,0,0,1,PLATINUM,650
5996,5997,15745455,NAVARRETE,638,Germany,Male,62,4,108716.59,2,1,1,74241.09,0,0,2,PLATINUM,442
5997,5998,15583033,HUGULEY,640,France,Female,20,4,0,2,0,1,78310.82,0,0,5,SILVER,670
6000,6001,15658577,MASSIE,629,France,Female,37,10,99546.25,3,0,1,25136.95,1,1,1,PLATINUM,878
6003,6004,15579892,DOYLE,708,Spain,Male,19,7,112615.86,1,1,1,4491.77,0,0,5,PLATINUM,881
6004,6005,15802088,GRANT,521,Spain,Female,22,10,0,1,1,1,101311.95,0,0,3,SILVER,882
6005,6006,15589323,LAW,636,France,Female,24,9,0,2,0,1,38830.72,0,0,1,GOLD,493
6007,6008,15712772,ONWUBIKO,757,France,Male,28,3,75381.15,1,1,1,199727.72,0,0,5,GOLD,378
6008,6009,15700937,ROMANO,767,Spain,Female,24,5,0,2,1,1,67445.85,0,0,4,GOLD,900
6011,6012,15783007,PARKER,520,Germany,Female,45,1,123086.39,1,1,1,41042.4,1,1,1,PLATINUM,796
6015,6016,15582591,CHIABUOTU,615,Spain,Male,59,4,155766.05,1,1,1,110275.17,0,0,1,DIAMOND,306
6018,6019,15697480,MENKENS,731,France,Male,30,7,0,2,0,1,143086.09,0,0,5,DIAMOND,871
6019,6020,15697045,PISANI,726,Spain,Female,35,9,0,2,0,1,100556.98,0,0,3,PLATINUM,761
6021,6022,15579891,MILANI,714,France,Male,52,4,100755.66,1,1,1,186775.25,0,0,3,DIAMOND,429
6023,6024,15612139,FU,786,France,Female,33,0,83036.05,1,0,1,154990.58,1,1,2,PLATINUM,595
6027,6028,15799494,FORSTER,850,Germany,Male,44,3,140393.65,2,0,1,186285.52,0,0,5,SILVER,414
6028,6029,15673439,SUN,646,Spain,Female,50,5,142644.64,2,1,1,142208.5,1,1,4,GOLD,951
6029,6030,15669011,BOCHAROVA,659,France,Female,44,9,23503.31,1,0,1,169862.01,1,1,4,GOLD,275
6031,6032,15743153,SINGH,740,Germany,Female,40,2,122295.17,2,1,1,30812.84,0,0,2,GOLD,318
